Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo Municipio INE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;email;Web;Entidad_Titular;Naturaleza;Sector;Tipo;Subtipo
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;01/02/2023;CALLE JUAN NUEVO 7 3ºA ;24;24089;LEON;LEON;24009;LEÓN - ARMUNIA;647 723641;;inclusivesportcd@gmail.com;;C.D. INCLUSIVE SPORT;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Servicio de habilitación y terapia ocupacional
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;30/09/2021;CALLE RAMÓN ALVAREZ DE LA BRAÑA 4,BAJO;24;24089;LEON;LEON;24002;LEÓN - CENTRO;615 925072;;icastineira@gmail.com;;ISAAC CASTIÑEIRA FERNÁNDEZ;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON ENFERMEDAD MENTAL O DISCAPACIDAD INTELECTUAL;30/09/2021;AVENIDA ALVARO LOPEZ NUÑEZ 28;24;24089;LEON;LEON;24002;LEÓN - MARIANO ANDRÉS;987 080350;;infoaralia@araliaservicios;http://www.araliaservicios.es/;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;30/09/2021;AVENIDA ALVARO LOPEZ NUÑEZ 28;24;24089;LEON;LEON;24002;LEÓN - MARIANO ANDRÉS;987 080350;;infoaralia@araliaservicios;http://www.araliaservicios.es/;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ATENCION A FAMILIAS;30/09/2021;CARRERA CARBAJAL S/N;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;987 875194;;aspaceleon@aspaceleon.org;;ASOCIACIÓN LEONESA DE ATENCIÓN A PERSONAS AFECTADAS DE PARÁLISIS CEREBRAL (ASPACE-LEÓN);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Apoyo psicoterapéutico a la familia
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACION DE LA AUTONOMIA FUNCIONAL;30/09/2021;CALLE ALAMEDA 5;24;24089;LEON;LEON;24007;LEÓN - SAN MAMÉS;619 072275;;ruben_carracedo@yahoo.es;;FISIORAMA, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
ASISTENCIA PERSONAL;02/08/2022;CALLE FOTÓGRAFO PEPE GRACIA S/N;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;987 260796;;info@alzheimerleon.org;;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE LEÓN - (ALZHEIMER-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
ASISTENCIA PERSONAL;02/08/2022;CALLE SAN JUAN DE SAHAGÚN 25;24;24089;LEON;LEON;24007;LEÓN - SAN MAMÉS;983 140088;;info@aspaymcyl.org;;FUNDACIÓN ASPAYM CASTILLA Y LEÓN;FUNDACIÓN;POBLACIÓN GENERAL;Servicio;Asistencia Personal
ASISTENCIA PERSONAL;30/09/2021;AVENIDA PADRE ISLA 75,2ºA;24;24089;LEON;LEON;24002;LEÓN - CENTRO;632 837824;;contacto@solucionan2.es;;HASNA ABBASSI;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE AYUDA A DOMICILIO;30/09/2021;CALLE LEGION VII 6 1º;24;24089;LEON;LEON;24003;LEÓN I - VILLAQUILAMBRE;987 308819;;;;CARFLOR, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE AYUDA A DOMICILIO;21/02/2024;CALLE VELAZQUEZ 16,1ºA;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;987 044717;987 635775667;info@cuidadosleon.com;;CUYSER PERSONAL S.L;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE ESTIMULACIÓN COGNITIVA;14/10/2024;PASEO PARQUE (EL) 17 ;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;987 234341;;asociacion@autismoleon.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO DE LEÓN Y  PROVINCIA;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
ASISTENCIA PERSONAL;30/09/2021;CALLE LAUREANO DIEZ CANSECO 22,B.IZ.;24;24089;LEON;LEON;24009;LEÓN - EL CRUCERO-LA VEGA;696 780661;;asigenleon@gmail.com;;DAYANA ROS BARRIOS CASTRO;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
AYUDA A DOMICILIO;08/02/2023;CALLE LEGION VII Nº 6 1º;24;24089;LEON;LEON;24003;LEÓN - SAN MAMÉS;987 308819;;carflor@carflor.com;;CARFLOR, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE SAN JUAN DE SAHAGÚN 25;24;24089;LEON;LEON;24007;LEÓN - SAN MAMÉS;983 591044;;;;ASOCIACIÓN ASPAYM CASTILLA Y LEÓN;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;CALLE SAN JUAN DE SAHAGÚN 25;24;24089;LEON;LEON;24007;LEÓN - SAN MAMÉS;983 591044;;leon@aspaymcyl.org.;;ASOCIACIÓN ASPAYM CASTILLA Y LEÓN;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN DE LA AUTONOMÍA FUNCIONAL;30/09/2021;CALLE NUÑEZ DE GUZMAN 6-BAJO;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;987 224458;;docs@redacer.com;;REDACER S.L;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE NUÑEZ DE GUZMAN 6-BAJO;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;987 224458;;docs@redacer.com;;REDACER S.L;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;30/09/2021;CALLE NUÑEZ DE GUZMAN 6-BAJO;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;987 224458;;docs@redacer.com;;REDACER S.L;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE AYUDA A DOMICILIO;10/02/2022;CALLE LEGION VII 6-1º;24;24089;LEON;LEON;24003;LEÓN - SAN MAMÉS;987 308819;;carflor@carflor.com;;CARFLOR, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;AVENIDA ALVARO LOPEZ NUÑEZ 26;24;24089;LEON;LEON;24002;LEÓN - MARIANO ANDRÉS;987 080350;;infoaralia@araliaservicios;http/://www.araliaservicios.es/;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;AVENIDA ALVARO LOPEZ NUÑEZ 26;24;24089;LEON;LEON;24002;LEÓN - MARIANO ANDRÉS;983 135135;;infoaralia@aralia servicios;http://www.araliaservicios.es/;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE JULIO DEL CAMPO 9;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 238650;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;30/09/2021;CALLE JULIO DEL CAMPO 9;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 238650;;;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON E.M O D. INTEL;30/09/2021;CALLE JULIO DEL CAMPO 9;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 238650;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;CALLE JULIO DEL CAMPO 9;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 238650;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON  ENFERMEDAD MENTAL O DISCAPACIDAD INTELECTUAL;14/10/2024;PASEO PARQUE (EL) 17 ;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;987 234341;;asociacion@autismoleon.org;;ASOCIACIÓN DE PADRES Y FAMILIARES DE PERSONAS CON AUTISMO DE LEÓN Y  PROVINCIA;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
SERVICIO DE PROMOCIÓN. MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;30/09/2021;CALLE RODRIGIUEZ DEL VALLE 4;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 235375;;neuronfisioterapia@gmail.com;;NEURON C.B.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
ASISTENCIA PERSONAL;30/09/2021;CALLE VELAZQUEZ 16 1º A;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;635 775667;;;;CUYSER LEÓN, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE AYUDA A DOMICILIO;30/09/2021;CALLE LEGION VII 6 1º;24;24089;LEON;LEON;24003;ZDESCONOCIDO;987 308819;;carflor@carflor.com;;CARFLOR, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;30/09/2021;CALLE RAMÓN ALVAREZ DE LA BRAÑA 4,BAJO;24;24089;LEON;LEON;24002;LEÓN - CENTRO;615 925072;;icastineiragmail.com;;ISAAC CASTIÑEIRA FERNÁNDEZ;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE AYUDA A DOMICILIO;30/09/2021;AVENIDA LANCIA 4 - BAJO;24;24089;LEON;LEON;24004;LEÓN - MARIANO ANDRÉS;987 244896;;cperezc@clece.es;;CLECE, S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO GENERAL DE INFORMACIÓN, ORIENTACIÓN, APOYO Y SEGUIMIENTO A PERSONAS DROGODEPENDIENTES;30/09/2021;CALLE TORREJON (EL) 4;24;24089;LEON;LEON;24007;LEÓN - CENTRO;663 402129;;direccion@proyectojovenleon.org;;FUNDACIÓN PROYECTO JOVEN;FUNDACIÓN;INCLUSIÓN SOCIAL;Servicio;(2.6) Serv.general de información, orientación, apoyo y seguimiento a personas drogodependientes
SERVICIO DE AYUDA A DOMICILIO;30/09/2021;CALLE SAN JUAN DE SAHAGÚN 25;24;24089;LEON;LEON;24007;LEÓN - SAN MAMÉS;987 807390;;iciarraposo@aspaymcyl.org;;FUNDACIÓN ASPAYM CASTILLA Y LEÓN;FUNDACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE INTERVENCIÓN CON MENORES Y JÓVENES CON CONSUMO PROBLEMÁTICO DE DROGAS Y SUS FAMILIAS;30/09/2021;CALLE ORDOÑO II 10;24;24089;LEON;LEON;24001;LEÓN - CENTRO;987 895574;;marta.mejias@aytoleon.es;;AYUNTAMIENTO DE LEÓN;ADMINISTRACIÓN LOCAL;TOXICOMANÍAS Y ADICCIONES;Servicio;(26.20 )Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias
SERVICIO GENERAL DE INFORMACION, ORIENTACION, APOYO Y SEGUIMIENTO A PERSONAS DROGODEPENDIENTES;30/09/2021;AVENIDA JOSE AGUADO 2;24;24089;LEON;LEON;24005;LEÓN - CENTRO;987 248363;;secretaria@arleleon.org;;ASOCIACIÓN PROVINCIAL DE ALCOHÓLICOS REHABILITADOS DE LEÓN (ARLE);ASOCIACIÓN;INCLUSIÓN SOCIAL-[TR];Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
SERVICIO DE AYUDA A DOMICILIO;09/10/2024;CALLE CRONISTA LUIS PASTRANA S/N  ;24;24089;LEON;LEON;24010;LEÓN - MARIANO ANDRÉS;; 689329321;otzonanorte@ohl.es;;OHL SERVICIOS-INGESAN, S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
ASISTENCIA PERSONAL;02/08/2022;CALLE MAESTRO NICOLÁS 26;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;679 594476;;msanjose50@gmail.com;;MILAGROS SAN JOSÉ GARCÍA;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE PROMOCION  DE LA RELACION CON EL ENTORNO;30/09/2021;PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 9.4   ) Servicio de promoción de la relación con el entorno
SERVICIO  DE PROMOCIÓN, MANTENIMIENTO Y RECUPERACIÓN FUNCIONAL;30/09/2021;CALLE CAMPOS GOTICOS (LOS) S/N EDIFICIO CHF ADA;24;24089;LEON;LEON;24005;LEÓN - MARIANO ANDRÉS;;;info@parkinsonleon.org;;ASOCIACIÓN PARKINSON LEÓN;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE CAMPOS GOTICOS (LOS) S/N EDIFICIO CHF ADA;24;24089;LEON;LEON;24005;LEÓN - MARIANO ANDRÉS;636 424646;;info@parkinsonleon.org;;ASOCIACIÓN PARKINSON LEÓN;ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
ASISTENCIA PERSONAL;02/08/2022;CALLE CLUB ADEMAR 2,1ºA;24;24089;LEON;LEON;24010;LEÓN - EL CRUCERO-LA VEGA;;;;;MARIA DELMA LUISA AVELINO FLORENTINO;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE PROMOCION DE HABITOS Y ESTILOS DE VIDA SALUDABLES;30/09/2021;PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 9.2   ) Servicio de promoción de hábitos y estilos de vida saludables
SERVICIO DE AYUDA A DOMICILIO;27/02/2023;AVENIDA ALVARO LOPEZ NUÑEZ 26;24;24089;LEON;LEON;24002;LEÓN - MARIANO ANDRÉS;987 080350;;estudios_aralia@araliaservicios.es;;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE PROMOCION DEL CONOCIMIENTO Y LA ADQUISICION DE HABILIDADES;30/09/2021;PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 9.5   ) Servicio de promoción del conocimiento y la adquisición de habilidades
INFORMACION DE DESARROLLO PERSONAL;30/09/2021;AVENIDA SUERO DE QUIÑONES 6,1ºDCHA;24;24089;LEON;LEON;24002;LEÓN - CENTRO;675 902167;;info@lacasaconalas.es;;LA CASA CON ALAS;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Información y orientación a la población general
AYUDA A DOMICILIO;30/09/2021;CALLE MOISES DE LEON , 44;24;24089;LEON;LEON;24001;LEÓN - CENTRO;987 875300;987 9871132;trodero@eulen.com;;EULEN SERVICIOS SOCIOSANITARIOS S.A.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE HABILITACIÓN PSICOSOCIAL PARA PERSONAS CON E.M. O D.INTEL;30/09/2021;CALLE VILLABENAVENTE 10-1ªA;24;24089;LEON;LEON;24004;LEÓN - CENTRO;601 385534;;info@murogps.com;;MURO GABINETE PSICOSOCIAL C.B.;SOCIEDADES;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
AYUDA A DOMICILIO;30/09/2021;CALLE FOTOGRAFO PEPE GRACIA S/N;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;987 260796;;;;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE LEÓN - (ALZHEIMER-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE PREVENCION DE LA SITUACION DE DEPENDENCIA;30/09/2021;PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 9.1   ) Servicio de prevención de la situación de dependencia
SERVICIO DE ALOJAMIENTO PARA PERSONAS SIN HOGAR;30/09/2021;CALLE BARAHONA 10,2ºDCHA;24;24089;LEON;LEON;24003;LEÓN - EL EJIDO;638 794430;;leon@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL-[TR];Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
SERVICIO DE ALOJAMIENTO PARA PERSONAS SIN HOGAR;30/09/2021;CALLE FRAY LUIS DE LEÓN 16,1ºIZ;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;638 794430;;leon@accem.es;;ACCEM;ASOCIACIÓN;INCLUSIÓN SOCIAL-[TR];Servicio;( 29.10 ) Servicio de alojamiento para personas sin hogar
INSERCION SOCIO-LABORAL DE PERSONAS CON DISCAPACIDAD INTELECTUAL LIGERA;30/09/2021;AVENIDA REPUBLICA ARGENTINA 3,1ºA;24;24089;LEON;LEON;24004;LEÓN - CENTRO;610 055705;;;;ASOCIACIÓN  PROYECTO CONVIVO;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Formación y orientación laboral
ATENCION INTEGRAL A MUJERES VICTIMAS DE VIOLENCIA DE GENERO CON DISCAPACIDAD POR ENFERMEDAD MENTAL GRAVE;30/09/2021;PLAZA CORTES LEONESAS 9,1ºIZ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;MUJER;Servicio;(29.5)Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave
INFORMACION Y ATENCION AL PACIENTE CON LUPUS Y FAMILIARES;30/09/2021;CALLE FRAGA IRIBARNE 3;24;24089;LEON;LEON;24009;LEÓN - ARMUNIA;606 548277;;;;ASOCIACIÓN LEONESA DE LUPUS Y SÍNDROME ANTIFOSFOLIPIDO - ALELYSA;ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Apoyo a la acción social comunitaria
SERVICIO DE AYUDA A DOMICILIO;10/04/2023;CARRETERA CARBAJAL S/N (COMPLEJO SAN CAYETANO- PABELLÓN SAN JOSÉ) ;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;987 875194;;aspaceleon@aspaceleon.org;;ASOCIACIÓN LEONESA DE ATENCIÓN A PERSONAS AFECTADAS DE PARÁLISIS CEREBRAL (ASPACE-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
PROGRAMA "ESCUELA INTEGRAL DE FORMACIÓN PARA EL EMPLEO";13/09/2021;AVENIDA ANTIBIÓTICOS 126;24;24089;LEON;LEON;24009;LEÓN - ARMUNIA;987 033310;;;;FUNDACIÓN JUAN SOÑADOR;FUNDACIÓN;INFANCIA (Y JUVENTUD);Servicio;Formación preparatoria empleo
SERVICIO DE GESTION DE CENTROS;30/09/2021;CALLE DE LOS MAESTROS HERMANOS ALVARADO;24;24089;LEON;LEON;24008;LEÓN - MARIANO ANDRÉS;671 641872;;100geriatricos@gmail.com;;ENTRE VIÑAS Y OLIVARES S.L;SOCIEDADES;PERSONAS MAYORES;Servicio;Gestión de centros
SERVICIO DE HABILITACION Y TERAPIA OCUPACIONAL;30/09/2021;CALLE SUERO DE QUIÑONES 21;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 043901;;gapsiat@gmail.com;;LOURDES VALCARCE ROMANI;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE SUERO DE QUIÑONES 21;24;24089;LEON;LEON;24002;LEÓN - CENTRO;987 043901;;gapsiat@gmail.com;;LOURDES VALCARCE ROMANI;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
SERVICIO DE AYUDA A DOMICILIO;04/04/2022;CALLE LEGION VII 6 1º;24;24089;LEON;LEON;24003;LEÓN - PUENTE CASTRO;987 308819;;carflor@carflor.com;;CARFLOR, S.L.;SOCIEDADES;POBLACIÓN GENERAL;Procedimiento, Servicio;Ayuda a domicilio
SERVICIO DE ADQUISICION DE COMPETENCIAS PARA LA VIDA AUTONOMA;30/09/2021;PLAZA DE LAS CORTES LEONESAS 9,1ºIZQ;24;24089;LEON;LEON;24003;LEÓN - CENTRO;987 210126;;gerencia@alfaem.org;;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;( 9.3   ) Servicio de adquisición de competencias para la vida autónoma
ASISTENCIA PERSONAL;02/08/2022;CALLE SEÑOR DE BEMBIBRE 1,7ºD;24;24089;LEON;LEON;24005;LEÓN - PUENTE CASTRO;667 569421;;mariafvc@hotmail.com;;MARIA FELIX VEGA CAÑIBANO;PERSONA FÍSICA-EMPRESA INDIVIDUAL;POBLACIÓN GENERAL;Servicio;Asistencia Personal
SERVICIO DE ESTIMULACIÓN COGNITIVA;30/09/2021;CALLE LA VEGA 28;24;24089;LEON;LEON;24190;LEÓN - ARMUNIA;987 219483;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Procedimiento, Servicio;Promoción de la autonomía personal: Estimulación cognitiva.
PROMOCIÓN, MANTENIMIENTOS Y RECUPERACIÓN FUNCIONAL;30/09/2021;CALLE LA VEGA 28;24;24089;LEON;LEON;24190;LEÓN - ARMUNIA;987 219483;;;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Promoción, Mantenimiento y Recuperación de Autonomía Funcional
HABILITACIÓN PSICOSOCIAL;30/09/2021;CALLE LA VEGA 28;24;24089;LEON;LEON;24190;LEÓN - ARMUNIA;987 219483;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;PERSONAS CON DISCAPACIDAD;Servicio;Promoción de la autonomía personal: Habilitación psicosocial para personas con E.M. o D. Intel.
HABILITACIÓN Y TERAPIA OCUPACIONAL;30/09/2021;CALLE LA VEGA 28;24;24089;LEON;LEON;24190;LEÓN - ARMUNIA;987 219483;;gerencia@asprona-leon.es;;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);ASOCIACIÓN;POBLACIÓN GENERAL;Servicio;Promoción de la autonomía personal: Habilitación y Terapia Ocupacional
